1,H,CRP,,H+,e-,,,5.98E-18,0.00,0.0,,10,1000,,
2,H2,CRP,,H,H,,,1.30E-18,0.00,0.0,,10,1000,,
3,H2,CRP,,H,H+,e-,,2.86E-19,0.00,0.0,,10,1000,,
4,H2,CRP,,H2+,e-,,,1.21E-17,0.00,0.0,,10,1000,,
5,H,H,#,H2,#,,,5.20E-17,0.50,0.0,,10,1000,,
6,H,H2+,,H2,H+,,,6.40E-10,0.00,0.0,,10,1000,,
7,H2,H2+,,H,H3+,,,2.10E-09,0.00,0.0,,10,1000,,
8,H+,H2,,H2+,H,,,1.30E-09,0.00,21300.0,,10,1000,,
9,H3+,H,,H2+,H2,,,2.10E-09,0.00,20000.0,,10,1000,,
10,H,H+,,H2+,PHOTON,,,5.13E-19,1.85,0.0,,10,1000,,
11,H,H,,H2,PHOTON,,,4.00E-27,0.00,0.0,,10,1000,,
12,H2+,e-,,H,H,,,1.60E-08,-0.43,0.0,,10,1000,,
13,H3+,e-,,H,H,H,,4.36E-08,-0.52,0.0,,10,1000,,
14,H3+,e-,,H,H2,,,2.34E-08,-0.52,0.0,,10,1000,,
15,H+,e-,,H,PHOTON,,,3.50E-12,-0.70,0.0,,10,1000,,
16,H2+,e-,,H2,PHOTON,,,2.25E-07,-0.40,0.0,,10,1000,,
17,H2+,PHOTON,,H+,H,,,5.70E-10,0.00,2.4,,10,1000,,
18,H3+,PHOTON,,H+,H2,,,5.00E-15,0.00,1.8,,10,1000,,
19,H3+,PHOTON,,H2+,H,,,5.00E-15,0.00,2.3,,10,1000,,
20,H2,PHOTON,,H,H,,,5.18E-11,0.00,2.5,,10,1000,,
21,He,CRP,,He+,e-,,,6.50E-18,0.00,0.0,,10,1000,,
22,H,HeH+,,He,H2+,,,9.00E-10,0.00,0.0,,10,1000,,
23,H2,HeH+,,He,H3+,,,1.80E-09,0.00,0.0,,10,1000,,
24,H,He+,,He,H+,,,1.90E-15,0.00,0.0,,10,1000,,
25,H2,He+,,H,He,H+,,3.70E-14,0.00,35.0,,10,1000,,
26,H2,He+,,He,H2+,,,7.20E-15,0.00,0.0,,10,1000,,
27,HeH+,e-,,H,He,,,3.00E-08,-0.50,0.0,,10,1000,,
28,He+,e-,,He,PHOTON,,,4.50E-12,-0.67,0.0,,10,1000,,
29,C,CRP,,C+,e-,,,2.34E-17,0.00,0.0,,10,1000,,
30,C,CRPHOT,,C+,e-,,,1.30E-17,0.00,1020.0,,10,1000,,
31,CH+,CRPHOT,,C,H+,,,1.30E-17,0.00,176.0,,10,1000,,
32,CH+,CRPHOT,,H,C+,,,1.30E-17,0.00,112.0,,10,1000,,
33,C2H,CRPHOT,,H,C2,,,1.30E-17,0.00,5000.0,,10,1000,,
34,C2H,CRPHOT,,C2H+,e-,,,1.30E-17,0.00,6250.0,,10,1000,,
35,CH2,CRPHOT,,CH2+,e-,,,1.30E-17,0.00,500.0,,10,1000,,
36,CH2,CRPHOT,,CH,H,,,1.30E-17,0.00,1000.0,,10,1000,,
37,C2H2,CRPHOT,,H,C2H,,,1.30E-17,0.00,5150.0,,10,1000,,
38,C2H2,CRPHOT,,C2H2+,e-,,,1.30E-17,0.00,1310.0,,10,1000,,
39,CH3,CRPHOT,,H,CH2,,,1.30E-17,0.00,500.0,,10,1000,,
40,CH3,CRPHOT,,CH3+,e-,,,1.30E-17,0.00,500.0,,10,1000,,
41,CH3,CRPHOT,,CH,H2,,,1.30E-17,0.00,500.0,,10,1000,,
42,C2H3,CRPHOT,,H,C2H2,,,1.30E-17,0.00,1500.0,,10,1000,,
43,C2H3,CRPHOT,,C2H3+,e-,,,1.30E-17,0.00,1880.0,,10,1000,,
44,CH4,CRPHOT,,H2,CH2,,,1.30E-17,0.00,2340.0,,10,1000,,
45,CH4,CRPHOT,,CH3,H,,,1.30E-17,0.00,4680.0,,10,1000,,
46,C2H4,CRPHOT,,H2,C2H2,,,1.30E-17,0.00,3700.0,,10,1000,,
47,C2H4,CRPHOT,,C2H4+,e-,,,1.30E-17,0.00,780.0,,10,1000,,
48,C2,CRPHOT,,C,C,,,1.30E-17,0.00,237.0,,10,1000,,
49,CH,CRPHOT,,C,H,,,1.30E-17,0.00,730.0,,10,1000,,
50,CH,CH4,,H,C2H4,,,9.39E-11,-0.74,15.0,,10,1000,,
51,CH,CH4,,CH3,CH2,,,2.28E-11,0.70,3000.0,,10,1000,,
52,CH,C2H2,,CH2,C2H,,,1.11E-09,-0.43,16600.0,,10,1000,,
53,C,CH2,,CH,CH,,,2.69E-12,0.00,23600.0,,10,1000,,
54,C,CH2,,H,C2H,,,1.00E-10,0.00,0.0,,10,1000,,
55,H,C2H3,,H2,C2H2,,,7.55E-11,0.00,0.0,,10,1000,,
56,H,C2H3,,CH,CH3,,,6.69E-09,-1.05,27551.0,,10,1000,,
57,H,C2H3,,CH2,CH2,,,3.93E-08,-1.44,32513.0,,10,1000,,
58,CH,H,,C,H2,,,1.16E-09,0.50,2200.0,,10,1000,,
59,CH2,H,,CH,H2,,,2.20E-10,0.00,0.0,,10,1000,,
60,CH3,H,,CH2,H2,,,5.18E-11,0.17,5600.0,,10,1000,,
61,CH4,H,,CH3,H2,,,3.53E-13,3.11,3970.0,,10,1000,,
62,C,H2,,CH,H,,,2.35E-10,0.54,11594.0,,10,1000,,
63,CH,H2,,CH2,H,,,2.64E-10,0.00,1545.0,,10,1000,,
64,CH2,H2,,CH3,H,,,5.18E-11,0.17,6400.0,,10,1000,,
65,CH3,H2,,CH4,H,,,1.98E-14,2.84,3865.0,,10,1000,,
66,C2,H2,,C2H,H,,,1.60E-10,0.00,1419.0,,10,1000,,
67,C2H,H2,,C2H2,H,,,2.90E-12,1.75,539.0,,10,1000,,
68,C,CH,,H,C2,,,6.59E-11,0.00,0.0,,10,1000,,
69,C,CH3,,H,C2H2,,,1.00E-10,0.00,0.0,,10,1000,,
70,H,C2H4,,C2H3,H2,,,8.27E-10,0.00,7776.0,,10,1000,,
71,H,C2H4,,CH2,CH3,,,1.35E-06,-1.21,32850.0,,10,1000,,
72,H,C2H4,,CH,CH4,,,1.45E-08,-1.49,30463.0,,10,1000,,
73,H2,C2H2,,C2H3,H,,,4.00E-12,0.00,32703.0,,10,1000,,
74,H2,C2H2,,CH2,CH2,,,2.33E-07,-1.15,67297.0,,10,1000,,
75,H2,C2H3,,C2H4,H,,,4.01E-14,2.80,2909.0,,10,1000,,
76,C2,H,,C,CH,,,1.44E-09,-0.40,31710.0,,10,1000,,
77,C2H,H,,C,CH2,,,5.38E-09,-1.00,38967.0,,10,1000,,
78,C2H,H,,CH,CH,,,6.30E-08,-0.90,49101.0,,10,1000,,
79,C2H,H,,C2,H2,,,8.40E-11,0.00,14333.0,,10,1000,,
80,C2H2,H,,C,CH3,,,2.26E-08,-1.04,50605.0,,10,1000,,
81,C2H2,H,,CH,CH2,,,6.21E-07,-1.33,65701.0,,10,1000,,
82,C2H2,H,,C2H,H2,,,3.80E-10,0.00,13634.0,,10,1000,,
83,CH,C2H3,,CH2,C2H2,,,8.30E-11,0.00,0.0,,10,1000,,
84,CH2,C2H2,,CH,C2H3,,,6.55E-10,0.11,33188.0,,10,1000,,
85,CH,CH,,C2H,H,,,2.49E-10,0.00,0.0,,10,1000,,
86,CH,CH2,,C2H2,H,,,6.64E-11,0.00,0.0,,10,1000,,
87,CH,CH3,,C2H3,H,,,4.98E-11,0.00,0.0,,10,1000,,
88,CH,CH3,,CH2,CH2,,,3.51E-09,-0.39,9963.0,,10,1000,,
89,CH,CH3,,C,CH4,,,2.00E-12,0.00,0.0,,10,1000,,
90,CH2,C2H,,CH,C2H2,,,3.01E-11,0.00,0.0,,10,1000,,
91,CH2,C2H3,,C2H2,CH3,,,3.01E-11,0.00,0.0,,10,1000,,
92,C2H2,CH3,,CH2,C2H3,,,2.09E-09,-0.28,38150.0,,10,1000,,
93,C2H2,CH3,,C2H,CH4,,,5.78E-12,1.17,14462.0,,10,1000,,
94,CH2,CH4,,CH3,CH3,,,7.14E-12,0.00,5052.0,,10,1000,,
95,CH2,CH2,,C2H2,H,H,,3.32E-10,0.00,5531.0,,10,1000,,
96,CH2,CH2,,C2H2,H2,,,6.16E-11,0.00,136.0,,10,1000,,
97,CH2,CH2,,CH3,CH,,,3.99E-10,0.00,5001.0,,10,1000,,
98,CH2,CH2,,C2H3,H,,,3.32E-11,0.00,0.0,,10,1000,,
99,CH2,CH3,,C2H4,H,,,2.09E-10,0.00,0.0,,10,1000,,
100,CH3,C2H4,,CH4,C2H3,,,6.91E-12,0.00,5601.0,,10,1000,,
101,CH3,CH3,,C2H4,H2,,,7.84E-09,0.00,15506.0,,10,1000,,
102,CH3,CH3,,CH4,CH2,,,7.14E-12,0.00,5053.0,,10,1000,,
103,C2H4,H2,,CH3,CH3,,,2.19E-06,-0.65,44853.0,,10,1000,,
104,CH4,C2H3,,C2H4,CH3,,,3.72E-14,3.87,3266.0,,10,1000,,
105,C2,CH4,,C2H,CH3,,,1.49E-11,0.00,0.0,,10,1000,,
106,C2H,CH3,,C2,CH4,,,9.39E-13,-0.13,4855.0,,10,1000,,
107,C2H,C2H3,,C2H2,C2H2,,,1.60E-12,0.00,0.0,,10,1000,,
108,C2H2,C2H2,,C2H,C2H3,,,4.67E-10,-0.32,49788.0,,10,1000,,
109,C2H,CH4,,C2H2,CH3,,,6.14E-12,1.13,264.0,,10,1000,,
110,C2H3,C2H3,,C2H4,C2H2,,,3.50E-11,0.00,0.0,,10,1000,,
111,C2H4,C2H2,,C2H3,C2H3,,,1.25E-08,-0.06,38486.0,,10,1000,,
112,C,CH4,,CH,CH3,,,8.30E-11,0.00,12087.0,,10,1000,,
113,CH3,C2H3,,CH4,C2H2,,,5.36E-11,0.00,0.0,,10,1000,,
114,CH4,C2H2,,CH3,C2H3,,,4.65E-09,-0.36,35204.0,,10,1000,,
115,CH,C+,,H,C2+,,,3.80E-10,-0.50,0.0,,10,1000,,
116,CH,C+,,C,CH+,,,3.80E-10,-0.50,0.0,,10,1000,,
117,CH2,C+,,H,C2H+,,,4.34E-10,-0.50,0.0,,10,1000,,
118,CH2,C+,,C,CH2+,,,4.34E-10,-0.50,0.0,,10,1000,,
119,CH3,C+,,H2,C2H+,,,1.00E-09,0.00,0.0,,10,1000,,
120,CH3,C+,,H,C2H2+,,,1.00E-09,0.00,0.0,,10,1000,,
121,CH3,C+,,C,CH3+,,,1.00E-09,0.00,0.0,,10,1000,,
122,C2H3,C+,,C,C2H3+,,,6.70E-10,-0.50,0.0,,10,1000,,
123,CH4,C+,,H2,C2H2+,,,3.92E-10,0.00,0.0,,10,1000,,
124,CH4,C+,,H,C2H3+,,,1.00E-09,0.00,0.0,,10,1000,,
125,C,H2+,,H,CH+,,,2.40E-09,0.00,0.0,,10,1000,,
126,C2,H2+,,H2,C2+,,,1.10E-09,0.00,0.0,,10,1000,,
127,C2,H2+,,H,C2H+,,,1.10E-09,0.00,0.0,,10,1000,,
128,CH,H2+,,H2,CH+,,,7.10E-10,0.00,0.0,,10,1000,,
129,CH,H2+,,H,CH2+,,,7.10E-10,0.00,0.0,,10,1000,,
130,C2H,H2+,,H2,C2H+,,,1.00E-09,0.00,0.0,,10,1000,,
131,C2H,H2+,,H,C2H2+,,,1.00E-09,0.00,0.0,,10,1000,,
132,CH2,H2+,,H2,CH2+,,,1.00E-09,0.00,0.0,,10,1000,,
133,CH2,H2+,,H,CH3+,,,1.00E-09,0.00,0.0,,10,1000,,
134,C2H2,H2+,,H2,C2H2+,,,4.80E-09,0.00,0.0,,10,1000,,
135,C2H2,H2+,,H,C2H3+,,,4.80E-10,0.00,0.0,,10,1000,,
136,CH4,H2+,,H,H2,CH3+,,2.30E-09,0.00,0.0,,10,1000,,
137,CH4,H2+,,H2,CH4+,,,1.40E-09,0.00,0.0,,10,1000,,
138,CH4,H2+,,H,CH5+,,,1.10E-10,0.00,0.0,,10,1000,,
139,C2H4,H2+,,H2,H2,C2H2+,,8.82E-10,0.00,0.0,,10,1000,,
140,C2H4,H2+,,H,H2,C2H3+,,1.81E-09,0.00,0.0,,10,1000,,
141,C2H4,H2+,,H2,C2H4+,,,2.21E-09,0.00,0.0,,10,1000,,
142,C2H3,He+,,He,H2,C2H+,,1.60E-09,-0.50,0.0,,10,1000,,
143,C2H3,He+,,H,He,C2H2+,,1.60E-09,-0.50,0.0,,10,1000,,
144,CH4,He+,,He,CH3,H+,,4.80E-10,0.00,0.0,,10,1000,,
145,CH4,He+,,H,He,H2,CH+,2.40E-10,0.00,0.0,,10,1000,,
146,CH4,He+,,He,H2,CH2+,,9.50E-10,0.00,0.0,,10,1000,,
147,CH4,He+,,H,He,CH3+,,8.50E-11,0.00,0.0,,10,1000,,
148,CH4,He+,,He,CH4+,,,5.10E-11,0.00,0.0,,10,1000,,
149,C2H4,He+,,H,He,C2H+,H2,4.40E-10,0.00,0.0,,10,1000,,
150,C2H4,He+,,He,CH2,CH2+,,4.80E-10,0.00,0.0,,10,1000,,
151,C2H4,He+,,He,H2,C2H2+,,2.20E-09,0.00,0.0,,10,1000,,
152,C2H4,He+,,H,He,C2H3+,,1.70E-10,0.00,0.0,,10,1000,,
153,C2H4,He+,,He,C2H4+,,,2.40E-10,0.00,0.0,,10,1000,,
154,C2,He+,,C,He,C+,,1.60E-09,0.00,0.0,,10,1000,,
155,C2,He+,,He,C2+,,,5.00E-10,0.00,0.0,,10,1000,,
156,CH,He+,,H,He,C+,,1.10E-09,-0.50,0.0,,10,1000,,
157,CH,He+,,He,CH+,,,5.00E-10,-0.50,0.0,,10,1000,,
158,C2H,He+,,He,CH,C+,,5.10E-10,-0.50,0.0,,10,1000,,
159,C2H,He+,,H,He,C2+,,5.10E-10,-0.50,0.0,,10,1000,,
160,C2H,He+,,C,He,CH+,,5.10E-10,-0.50,0.0,,10,1000,,
161,CH2,He+,,He,H2,C+,,6.25E-10,-0.50,0.0,,10,1000,,
162,CH2,He+,,H,He,CH+,,6.25E-10,-0.50,0.0,,10,1000,,
163,C2H2,He+,,He,H2,C2+,,1.60E-09,0.00,0.0,,10,1000,,
164,C2H2,He+,,He,C2H2+,,,2.50E-10,0.00,0.0,,10,1000,,
165,C2H2,He+,,He,CH,CH+,,7.70E-10,0.00,0.0,,10,1000,,
166,C2H2,He+,,H,He,C2H+,,8.80E-10,0.00,0.0,,10,1000,,
167,CH3,He+,,He,H2,CH+,,1.00E-09,0.00,0.0,,10,1000,,
168,CH3,He+,,H,He,CH2+,,1.00E-09,0.00,0.0,,10,1000,,
169,CH,C2H+,,C2,CH2+,,,3.20E-10,0.00,0.0,,10,1000,,
170,H2,C2H+,,H,C2H2+,,,1.10E-09,0.00,0.0,,10,1000,,
171,CH2,C2H+,,C2,CH3+,,,4.40E-10,0.00,0.0,,10,1000,,
172,CH4,C2H+,,CH3,C2H2+,,,3.74E-10,0.00,0.0,,10,1000,,
173,C,CH2+,,H,C2H+,,,1.20E-09,0.00,0.0,,10,1000,,
174,CH,CH2+,,H,C2H2+,,,7.20E-10,0.00,0.0,,10,1000,,
175,H2,CH2+,,H,CH3+,,,1.60E-09,0.00,0.0,,10,1000,,
176,CH2,CH2+,,H,C2H3+,,,1.00E-09,0.00,0.0,,10,1000,,
177,CH4,CH2+,,H2,C2H4+,,,9.10E-10,0.00,0.0,,10,1000,,
178,CH4,CH2+,,H,C2H5+,,,3.60E-10,0.00,0.0,,10,1000,,
179,C2H3,C2H3+,,C2H5+,C2H,,,5.00E-10,-0.50,0.0,,10,1000,,
180,C2H4,C2H3+,,C2H2,C2H5+,,,9.30E-10,0.00,0.0,,10,1000,,
181,H3+,CH4,,CH5+,H2,,,1.90E-09,0.00,0.0,,10,1000,,
182,C2H4,H3+,,H2,H2,C2H3+,,1.20E-10,0.00,0.0,,10,1000,,
183,C2H4,H3+,,H2,C2H5+,,,1.90E-09,0.00,0.0,,10,1000,,
184,C,CH5+,,CH4,CH+,,,1.00E-09,0.00,0.0,,10,1000,,
185,C,CH5+,,H2,C2H3+,,,1.00E-09,0.00,0.0,,10,1000,,
186,C,CH5+,,H,C2H4+,,,1.00E-09,0.00,0.0,,10,1000,,
187,CH5+,H,,CH4+,H2,,,4.00E-11,0.00,4000.0,,10,1000,,
188,C2,CH5+,,CH4,C2H+,,,9.50E-10,0.00,0.0,,10,1000,,
189,CH,CH5+,,CH4,CH2+,,,6.90E-10,-0.50,0.0,,10,1000,,
190,C2H,CH5+,,CH4,C2H2+,,,9.00E-10,-0.50,0.0,,10,1000,,
191,CH2,CH5+,,CH4,CH3+,,,7.97E-10,-0.50,0.0,,10,1000,,
192,C2H2,CH5+,,CH4,C2H3+,,,1.60E-09,0.00,0.0,,10,1000,,
193,H,C2H5+,,H2,C2H4+,,,1.00E-11,0.00,0.0,,10,1000,,
194,C,H3+,,H2,CH+,,,2.00E-09,0.00,0.0,,10,1000,,
195,C2,H3+,,H2,C2H+,,,1.80E-09,0.00,0.0,,10,1000,,
196,CH,H3+,,H2,CH2+,,,1.20E-09,-0.50,0.0,,10,1000,,
197,C2H,H3+,,H2,C2H2+,,,1.70E-09,-0.50,0.0,,10,1000,,
198,CH2,H3+,,H2,CH3+,,,1.40E-09,-0.50,0.0,,10,1000,,
199,C2H2,H3+,,H2,C2H3+,,,3.50E-09,0.00,0.0,,10,1000,,
200,CH3,H3+,,H2,CH4+,,,2.10E-09,0.00,0.0,,10,1000,,
201,C2H3,H3+,,H2,C2H4+,,,3.50E-09,-0.50,0.0,,10,1000,,
202,CH4+,H,,CH3+,H2,,,1.00E-11,0.00,0.0,,10,1000,,
203,CH4+,H2,,CH5+,H,,,3.40E-11,0.00,0.0,,10,1000,,
204,C2H2,CH4+,,CH4,C2H2+,,,1.10E-09,0.00,0.0,,10,1000,,
205,C2H2,CH4+,,CH3,C2H3+,,,1.40E-09,0.00,0.0,,10,1000,,
206,CH4,CH4+,,CH3,CH5+,,,1.50E-09,0.00,0.0,,10,1000,,
207,C2H4,CH4+,,CH4,C2H4+,,,1.38E-09,0.00,0.0,,10,1000,,
208,C2H4,CH4+,,CH3,C2H5+,,,4.23E-10,0.00,0.0,,10,1000,,
209,H,C2H4+,,H2,C2H3+,,,3.00E-10,0.00,0.0,,10,1000,,
210,C2H3,C2H4+,,C2H4,C2H3+,,,5.20E-10,-0.50,0.0,,10,1000,,
211,C2H3,C2H4+,,C2H2,C2H5+,,,5.20E-10,-0.50,0.0,,10,1000,,
212,C2H4,C+,,CH,C2H3+,,,8.50E-11,0.00,0.0,,10,1000,,
213,C2H4,C+,,C,C2H4+,,,1.70E-10,0.00,0.0,,10,1000,,
214,C2,H+,,H,C2+,,,3.10E-09,0.00,0.0,,10,1000,,
215,CH,H+,,H,CH+,,,1.90E-09,-0.50,0.0,,10,1000,,
216,C2H,H+,,H2,C2+,,,1.50E-09,-0.50,0.0,,10,1000,,
217,C2H,H+,,H,C2H+,,,1.50E-09,-0.50,0.0,,10,1000,,
218,CH2,H+,,H2,CH+,,,1.14E-09,-0.50,0.0,,10,1000,,
219,CH2,H+,,H,CH2+,,,1.14E-09,-0.50,0.0,,10,1000,,
220,H,C2H3+,,H2,C2H2+,,,6.80E-11,0.00,0.0,,10,1000,,
221,C2H,C2H3+,,C2H2,C2H2+,,,6.80E-10,-0.50,0.0,,10,1000,,
222,C2H2,H+,,H2,C2H+,,,5.40E-10,0.00,0.0,,10,1000,,
223,C2H2,H+,,H,C2H2+,,,2.00E-09,0.00,0.0,,10,1000,,
224,CH3,H+,,H,CH3+,,,3.40E-09,0.00,0.0,,10,1000,,
225,C2H3,H+,,H2,C2H2+,,,3.00E-09,-0.50,0.0,,10,1000,,
226,C2H3,H+,,H,C2H3+,,,3.00E-09,-0.50,0.0,,10,1000,,
227,CH4,H+,,H2,CH3+,,,2.30E-09,0.00,0.0,,10,1000,,
228,CH4,H+,,H,CH4+,,,1.50E-09,0.00,0.0,,10,1000,,
229,C2H4,H+,,H2,C2H3+,,,2.00E-09,0.00,0.0,,10,1000,,
230,C2H4,H+,,H,C2H4+,,,1.00E-09,0.00,0.0,,10,1000,,
231,C2H4,H+,,C2H2+,H2,H,,1.00E-09,0.00,0.0,,10,1000,,
232,C,C2+,,C2,C+,,,1.10E-10,0.00,0.0,,10,1000,,
233,CH,C2+,,C2,CH+,,,3.20E-10,0.00,0.0,,10,1000,,
234,H2,C2+,,H,C2H+,,,1.10E-09,0.00,0.0,,10,1000,,
235,H2,C2+,,H+,C2H,,,1.50E-09,0.00,1260.0,,10,1000,,
236,CH2,C2+,,C2,CH2+,,,4.50E-10,0.00,0.0,,10,1000,,
237,CH4,C2+,,CH3,C2H+,,,2.38E-10,0.00,0.0,,10,1000,,
238,CH4,C2+,,CH2,C2H2+,,,1.82E-10,0.00,0.0,,10,1000,,
239,C,CH+,,H,C2+,,,1.20E-09,0.00,0.0,,10,1000,,
240,H,CH+,,H2,C+,,,7.50E-10,0.00,0.0,,10,1000,,
241,CH,CH+,,H2,C2+,,,7.40E-10,0.00,0.0,,10,1000,,
242,H2,CH+,,H,CH2+,,,1.20E-09,0.00,0.0,,10,1000,,
243,CH2,CH+,,H2,C2H+,,,1.00E-09,0.00,0.0,,10,1000,,
244,CH4,CH+,,H,H2,C2H2+,,1.40E-10,0.00,0.0,,10,1000,,
245,CH4,CH+,,H2,C2H3+,,,1.10E-09,0.00,0.0,,10,1000,,
246,CH4,CH+,,H,C2H4+,,,6.50E-11,0.00,0.0,,10,1000,,
247,C,CH3+,,H2,C2H+,,,1.20E-09,0.00,0.0,,10,1000,,
248,C,CH3+,,H,C2H2+,,,1.20E-09,0.00,0.0,,10,1000,,
249,CH,CH3+,,H2,C2H2+,,,7.10E-10,-0.50,0.0,,10,1000,,
250,CH2,CH3+,,H2,C2H3+,,,8.21E-10,-0.50,0.0,,10,1000,,
251,C2H3,CH3+,,CH3,C2H3+,,,5.60E-10,-0.50,0.0,,10,1000,,
252,CH4,CH3+,,H2,C2H5+,,,9.60E-10,0.00,0.0,,10,1000,,
253,C2H4,CH3+,,CH4,C2H3+,,,3.50E-10,0.00,0.0,,10,1000,,
254,C,C2H2+,,C2H2,C+,,,1.10E-09,0.00,0.0,,10,1000,,
255,C2H3,C2H2+,,C2H2,C2H3+,,,5.30E-10,-0.50,0.0,,10,1000,,
256,C2H4,C2H2+,,C2H2,C2H4+,,,4.10E-10,0.00,0.0,,10,1000,,
257,C+,H2,,CH+,H,,,7.40E-10,0.00,4537.0,,10,1000,,
258,CH2+,H,,CH+,H2,,,1.20E-09,0.00,400.0,,10,1000,,
259,CH3+,H,,CH2+,H2,,,7.00E-10,0.00,10560.0,,10,1000,,
260,CH3+,H2,,CH4+,H,,,2.00E-10,0.00,32500.0,,10,1000,,
261,C2H2+,H2,,C2H3+,H,,,5.00E-10,0.00,800.0,,10,1000,,
262,CH5+,C2H4,,C2H5+,CH4,,,1.50E-09,0.00,0.0,,10,1000,,
263,He+,C,,C+,He,,,6.30E-15,0.75,0.0,,10,1000,,
264,C+,H,,CH+,PHOTON,,,2.29E-17,-0.42,0.0,,10,1000,,
265,C+,H2,,CH2+,PHOTON,,,6.80E-16,0.00,0.0,,10,1000,,
266,H,C2H2+,,C2H3+,PHOTON,,,7.00E-15,-1.50,0.0,,10,1000,,
267,C,C,,C2,PHOTON,,,4.36E-18,0.35,161.0,,10,1000,,
268,C,H,,CH,PHOTON,,,1.00E-17,0.00,0.0,,10,1000,,
269,C,H2,,CH2,PHOTON,,,2.00E-20,-1.00,0.0,,10,1000,,
270,CH,H2,,CH3,PHOTON,,,3.25E-17,-0.60,0.0,,10,1000,,
271,H2,C2H2+,,C2H4+,PHOTON,,,1.50E-14,-1.00,0.0,,10,1000,,
272,H2,CH3+,,CH5+,PHOTON,,,7.02E-16,0.00,0.0,,10,1000,,
273,C+,C,,C2+,PHOTON,,,4.01E-18,0.17,102.0,,10,1000,,
274,C2H4+,e-,,H,H,C2H2,,3.70E-07,-0.76,0.0,,10,1000,,
275,C2H4+,e-,,H2,C2H2,,,3.36E-08,-0.76,0.0,,10,1000,,
276,C2H4+,e-,,H,C2H3,,,6.16E-08,-0.76,0.0,,10,1000,,
277,C2H4+,e-,,H,H2,C2H,,5.60E-08,-0.76,0.0,,10,1000,,
278,C2H4+,e-,,C,CH4,,,5.60E-09,-0.76,0.0,,10,1000,,
279,C2H4+,e-,,CH,CH3,,,1.12E-08,-0.76,0.0,,10,1000,,
280,C2H4+,e-,,CH2,CH2,,,2.24E-08,-0.76,0.0,,10,1000,,
281,CH5+,e-,,H2,CH3,,,1.40E-08,-0.52,0.0,,10,1000,,
282,CH5+,e-,,H,CH4,,,1.40E-08,-0.52,0.0,,10,1000,,
283,CH5+,e-,,H,H,CH3,,1.95E-07,-0.52,0.0,,10,1000,,
284,CH5+,e-,,H,H2,CH2,,4.80E-08,-0.52,0.0,,10,1000,,
285,CH5+,e-,,CH,H2,H2,,8.40E-09,-0.52,0.0,,10,1000,,
286,C2H5+,e-,,C2H4,H,,,3.36E-08,-0.79,0.0,,10,1000,,
287,C2H5+,e-,,CH3,CH2,,,4.76E-08,-0.79,0.0,,10,1000,,
288,C2H5+,e-,,C2H2,H2,H,,8.12E-08,-0.79,0.0,,10,1000,,
289,C2H5+,e-,,C2H3,H,H,,7.56E-08,-0.79,0.0,,10,1000,,
290,C2H5+,e-,,C2H2,H,H,H,3.64E-08,-0.79,0.0,,10,1000,,
291,C2+,e-,,C,C,,,3.00E-07,-0.50,0.0,,10,1000,,
292,CH+,e-,,C,H,,,1.50E-07,-0.42,0.0,,10,1000,,
293,C2H+,e-,,H,C2,,,1.16E-07,-0.76,0.0,,10,1000,,
294,C2H+,e-,,C,CH,,,1.05E-07,-0.76,0.0,,10,1000,,
295,C2H+,e-,,C,C,H,,4.80E-08,-0.76,0.0,,10,1000,,
296,CH2+,e-,,C,H2,,,7.70E-08,-0.60,0.0,,10,1000,,
297,CH2+,e-,,H,CH,,,1.60E-07,-0.60,0.0,,10,1000,,
298,CH2+,e-,,C,H,H,,4.00E-07,-0.60,0.0,,10,1000,,
299,C2H2+,e-,,H,C2H,,,1.35E-07,-0.50,0.0,,10,1000,,
300,C2H2+,e-,,C2,H2,,,5.40E-09,-0.50,0.0,,10,1000,,
301,C2H2+,e-,,H,H,C2,,8.10E-08,-0.50,0.0,,10,1000,,
302,C2H2+,e-,,C,CH2,,,1.35E-08,-0.50,0.0,,10,1000,,
303,C2H2+,e-,,CH,CH,,,3.51E-08,-0.50,0.0,,10,1000,,
304,CH3+,e-,,H,CH2,,,1.40E-07,-0.50,0.0,,10,1000,,
305,CH3+,e-,,CH,H2,,,4.90E-08,-0.50,0.0,,10,1000,,
306,CH3+,e-,,H,H,CH,,5.60E-08,-0.50,0.0,,10,1000,,
307,CH3+,e-,,C,H,H2,,1.05E-07,-0.50,0.0,,10,1000,,
308,C2H3+,e-,,H,C2H2,,,1.45E-07,-0.84,0.0,,10,1000,,
309,C2H3+,e-,,H2,C2H,,,3.00E-08,-0.84,0.0,,10,1000,,
310,C2H3+,e-,,H,H,C2H,,2.95E-07,-0.84,0.0,,10,1000,,
311,C2H3+,e-,,H,C2,H2,,1.50E-08,-0.84,0.0,,10,1000,,
312,C2H3+,e-,,C,CH3,,,3.00E-09,-0.84,0.0,,10,1000,,
313,C2H3+,e-,,CH,CH2,,,1.50E-08,-0.84,0.0,,10,1000,,
314,CH4+,e-,,H,H,CH2,,1.75E-07,-0.50,0.0,,10,1000,,
315,CH4+,e-,,H,CH3,,,1.75E-07,-0.50,0.0,,10,1000,,
316,C+,e-,,C,PHOTON,,,4.65E-12,-0.61,0.0,,10,1000,,Nahar&Pradhan1997(fit)
317,C+,e-,,C,PHOTON,,,3.93E-12,-0.52,0.0,,1000,10000,,Nahar&Pradhan1997(fit)
